source_name,domain_tag,url,date_collected,sentence_index,sentence
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,0,NEWS Archives | KBC Digital
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,1,Welcome to the official Kenya Broadcasting Corporation (KBC) News YouTube channel.
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,2,"Three firearms, 43 rounds of ammunition voluntarily surrendered in Tana River"
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,3,Three illegally owned firearms and 43 rounds of ammunition have been voluntarily surrendered by members of the public in Tana River County.
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,4,"According to the National Police Service (NPS), two…"
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,5,Tana River: Water harvesting projects transforming lives
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,6,"NYOTA Project: 1,680 Marsabit youth receive business support grants"
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,7,"Discover the future today, right here !"
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,8,Information You Can Trust: Stay instantly connected with breaking stories and live updates.
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,9,"From politics and technology to entertainment and beyond, we provide real-time coverage you can rely on, making us your dependable source for 24/7 news."
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,10,UN-Habitat Executive Director Anacláudia Rossbach
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,11,"Global housing crisis threatens SDG 11 as 2030 deadline looms, UN report"
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,12,2032 succession politics
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,13,PCS Musalia Mudavadi
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,14,Mudavadi: Western Kenya is looking at the ultimate prize come 2032
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,15,African Ecofeminism Convening
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,16,Dr Melania Chiponda
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,17,African communities demand land rights amid mining expansion
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,18,Second phase of Nyota Start-Up Capital kicks off Friday
kbc,Mixed,https://www.kbc.co.ke/category/news/,2026-07-10,19,Welcome to Foxiz
kbc,Mixed,https://www.kbc.co.ke/category/news/local-news/,2026-07-10,0,Local News Archives | KBC Digital
kbc,Mixed,https://www.kbc.co.ke/category/news/local-news/,2026-07-10,1,Welcome to the official Kenya Broadcasting Corporation (KBC) News YouTube channel.
kbc,Mixed,https://www.kbc.co.ke/category/news/local-news/,2026-07-10,2,Second phase of Nyota Start-Up Capital kicks off Friday
kbc,Mixed,https://www.kbc.co.ke/category/news/local-news/,2026-07-10,3,Thousands of young Kenyans are set to benefit from the second phase Nyota Start-Up Capital Programme following its launch today (Friday) by President William Ruto.
kbc,Mixed,https://www.kbc.co.ke/category/news/local-news/,2026-07-10,4,Nyota Programme is set to…
kbc,Mixed,https://www.kbc.co.ke/category/news/local-news/,2026-07-10,5,"MPs probe Ksh844M JOOUST hostel project as audit queries contract variations, payments"
kbc,Mixed,https://www.kbc.co.ke/category/news/local-news/,2026-07-10,6,Parties registrar ratifies ODM decision to kick out Sifuna
kbc,Mixed,https://www.kbc.co.ke/category/news/local-news/,2026-07-10,7,"Discover the future today, right here !"
kbc,Mixed,https://www.kbc.co.ke/category/news/local-news/,2026-07-10,8,Information You Can Trust: Stay instantly connected with breaking stories and live updates.
kbc,Mixed,https://www.kbc.co.ke/category/news/local-news/,2026-07-10,9,"From politics and technology to entertainment and beyond, we provide real-time coverage you can rely on, making us your dependable source for 24/7 news."
kbc,Mixed,https://www.kbc.co.ke/category/news/local-news/,2026-07-10,10,Esther Wairimu Keige
kbc,Mixed,https://www.kbc.co.ke/category/news/local-news/,2026-07-10,11,Kenya Forest Service (KFS) Legal Services Manager
kbc,Mixed,https://www.kbc.co.ke/category/news/local-news/,2026-07-10,12,DCI: Homicide not ruled out in KFS manager Esther Keige’s death
kbc,Mixed,https://www.kbc.co.ke/category/news/local-news/,2026-07-10,13,Interior and National Administration Cabinet Secretary Kipchumba Murkomen
